例词id,例词,读音,用法id,词性,词义,例句id,例句,出处,释义,合集
gzss157,背,,2,名词,物体的后面或反面,1,其船背稍夷，则题名其上,《核舟记》,船的反面稍微平坦，（作者）就（在）它上面刻上名字,高考实词合集
gzss157,背,,3,动词,背部对着或后部靠着,1,童微伺其睡，以缚背刃，力上下，得绝,《童区寄传》,（区寄）偷偷地等到他们睡着了，就把捆绑的绳子背对着刀刃，用力上下磨，磨断了绳子,高考实词合集
gzss157,背,,4,动词,背叛，背弃，违背,1,契丹，与吾约为兄弟，而皆背晋以归梁,《伶官传序》,契丹和我结盟成为兄弟，却都背叛晋国归顺了梁国,高考实词合集
gzss157,背,,5,动词,离开，去世,1,生孩六月，慈父见背,《陈情表》,（我）六个月能发出婴儿笑声的时候，慈爱的父亲离开了我,高考实词合集
gzss157,背,,6,动词,用背驼，背负,1,背愈重，虽困剧不止也,《蝜蝂传》,（蝜蝂）背负越重，即使非常困难也不停止,高考实词合集
gzss158,奔,,1,动词,本义，跑，急走,1,屠乃奔倚其下，弛担持刀,《狼》,屠户就奔过去倚靠在稻草堆下面，放下担子拿着刀子,高考实词合集
gzss158,奔,,2,动词,逃跑，逃亡,1,杞子奔宋,《秦晋殽之战》,杞子出逃到宋国,高考实词合集
gzss158,奔,,3,动词,奔腾,1,其流奔放肆大,《黄州快哉亭记》,它的水势奔腾浩荡,高考实词合集
gzss158,奔,,4,名词,用作名词，奔马,1,急湍甚箭，猛浪若奔,《与朱元思书》,湍急的流水（比箭）还快，凶猛的浪花像奔驰的马,高考实词合集
gzss158,奔,,5,动词,直往，趋向,1,只见那边两骑马直奔凤姐车来,《红楼梦》,只看见那边两人骑着马直接奔向凤姐的车子而来,高考实词合集
gzss159,本,,1,名词,本义，草木的根或茎，干,1,求木之长者，必固其根本,《谏太宗十思疏》,寻求树木生长，一定使它的根坚固,高考实词合集
gzss159,本,,2,名词,根本，基础,1,今背本而趋末，食者甚众,《论积贮疏》,现在背离农业趋向工商业，白吃饭的人很多,高考实词合集
gzss159,本,,3,名词,版本，稿本，奏章,1,今存其本不忍废,《<指南录>后序》,现在（我）保存着它的底稿不忍心丢弃,高考实词合集
gzss159,本,,4,动词,探究，推究,1,抑本其成败之迹，而皆自于人欤,《伶官传序》,还是推究它成功失败的根由，都是从人事中产生的呢,高考实词合集
gzss159,本,,5,动词,以……为根本,1,本之《书》以求其质,《答韦中立论师道书》,以《尚书》为根本来追求质朴,高考实词合集
gzss159,本,,6,形容词,本来的，原来的,1,此之谓失其本心,《鱼我所欲也》,这说的是失去了本性,高考实词合集
gzss159,本,,7,副词,本来，原来,1,本图宦达，不矜名节,《陈情表》,（我）本来追求仕途通达，不自夸名声气节,高考实词合集
gzss159,本,,8,量词,书籍的计量单位，册，部,1,若止印三二本，未为简易,《活板》,如果只印刷三本二本，不是非常简单方便,高考实词合集
gzss160,逼,,1,动词,本义，迫近，接近,1,鸡健进，逐逼之，虫已在爪下矣,《促织》,鸡大步前进，追逐接近蟋蟀，蟋蟀已经在鸡的爪子下面了,高考实词合集
gzss160,逼,,2,动词,逼迫，威胁,1,其家逼之，乃投水而死,《古诗为焦仲卿妻作》,她的娘家逼迫她，她就投水自尽了,高考实词合集
gzss160,逼,,3,动词,强迫，催促,1,必虑人逼取,《黄生借书说》,一定担心别人催促还书,高考实词合集
gzss160,逼,,4,副词,很，程度深,1,山石似马，望之逼真,《水经注》,山上的石头像马一样，看着它十分真实,高考实词合集
gzss161,彼,,1,代词,与“这”相对，那，那些，那个,1,大略如彼，其实过之,《荔枝图序》,大概也就如同前面所说的情形，那实际的情况比介绍的这些还要好,高考实词合集
gzss161,彼,,2,代词,与“己”或“此”相对，对方另一个事物,1,彼竭我盈，故克之,《左传》,对方士气衰竭我方士气充盈，所以打败了他们,高考实词合集
gzss161,彼,,3,代词,他，他们,1,彼与彼年相若也，道相似也,《师说》,他和他年纪相近，学问互相差不多,高考实词合集
gzss162,辟,,1,动词,通“避”，躲避，躲开,1,其北陵，文王之所辟风雨也,《秦晋殽之战》,那北边的陵墓，是文王躲避风雨的地方,高考实词合集
gzss162,辟,,2,动词,征召来授予官职,1,举孝廉，不行，连辟公府，不就,《张衡传》,（张衡）被举荐为孝廉，（他）不去做官，接着被征召为公府，也不去就任,高考实词合集
gzss162,辟,,3,名词,君主，君位,1,复辟（恢复君位）,,,高考实词合集
gzss162,辟,,4,动词,本义，开，打开，开启,1,唇吻翕辟，不知何词,《促织》,（巫师）嘴唇一合一开，不知道（说）什么话,高考实词合集
gzss162,辟,,5,动词,开辟，开设,1,予本非文人画士，甘受诟厉，辟病梅之馆以贮之,《病梅馆记》,我本来不是文人画士，甘愿受到（他们的）辱骂，开辟一座病梅馆来贮存它们,高考实词合集
gzss162,辟,,6,动词,驳斥，消除,1,辟邪说，难壬人，不为拒谏,《答司马谏议书》,驳斥荒谬言论，责难奸佞小人，这不是拒听意见,高考实词合集
gzss162,辟,,7,形容词,通“僻”，偏僻,1,秦国辟远,《史记》,秦国处在偏僻遥远的地方,高考实词合集
gzss163,蔽,,1,动词,遮挡，遮掩，遮蔽,1,旌蔽日兮敌若云，矢交坠兮士争先,《国殇》,军旗遮蔽了太阳，敌人像云一样（多），弓箭相互坠落士兵争着向前冲,高考实词合集
gzss163,蔽,,2,动词,隐藏，隐蔽,1,虎见之，庞然大物也，以为神，蔽林间窥之,《黔之驴》,老虎看到它，（是）一个巨大的生物，（老虎）把（它）当做神，躲（在）树林中间窥视（它）,高考实词合集
gzss163,蔽,,3,动词,庇护，掩护,1,及敌枪再击，寨中人又鹜伏矣。盖借寨墙为蔽也,《冯婉贞》,等敌人的枪再次射击时，寨子里的人又象鸭子一样趴在地上了。这是借寨墙来作掩护的。,高考实词合集
gzss163,蔽,,4,动词,蒙蔽，被蒙蔽,1,由此观之，王之蔽甚矣,《邹忌讽齐王纳谏》,从这点来看，大王被蒙蔽很厉害了,高考实词合集
gzss163,蔽,,5,动词,概括,1,《诗》三百，一言以蔽之，曰：“思无邪。”,《论语》,《诗经》三百篇，用一句话来概括，是：“思想纯正。”,高考实词合集
gzss164,毕,,1,动词,完毕，结束,1,六王毕，四海一，蜀山兀，阿房出,《阿房宫赋》,六国被消灭，四海被统一，蜀山被砍光，阿房宫被建造出来,高考实词合集
gzss164,毕,,2,动词,全部使出，用尽，竭尽,1,吾与汝毕力平险，指通豫南，达于汉阴，可乎,《愚公移山》,我和你用尽力气铲平险峻的大山，直接通往豫南，到达汉水南面，可以吗,高考实词合集
gzss164,毕,,3,副词,都，全，全部，完全,1,群贤毕至，少长咸集,《兰亭集序》,众多的贤人都到了，少年老人都聚集了,高考实词合集
gzss165,便,,1,形容词,本义，安，安适,1,食不甘味，卧不便席,《战国策》,吃饭不觉得饭菜味道好，睡觉时不觉得床舒服,高考实词合集
gzss165,便,,2,形容词,便利，方便,1,故请母命而宁汝于斯，便祭扫也,《祭妹文》,所以（我）请示母亲的命令来让你在这里安息，方便（我们）祭祀扫墓,高考实词合集
gzss165,便,,3,形容词,灵便，轻捷,1,以枪上刺刀相搏击，而便捷猛鸷终弗逮,《冯婉贞》,（敌人）用枪上的刺刀来迎战，可是轻便敏捷勇猛凶狠到底比不上（以冯婉贞为首的中国少年）,高考实词合集
gzss165,便,,4,副词,即，就,1,登即相许和，便可作婚姻,《古诗为焦仲卿妻作》,（你）立刻就答应了（太守的）这门亲事，（我）立刻就可以（嫁过去家）成婚,高考实词合集
gzss165,便,,5,名词,有利的时机、机会,1,因利乘便，宰割天下，分裂山河,《过秦论》,凭借有利的局势，就着这种便利，支配割裂天下，分割掠夺江山,高考实词合集
gzss165,便,,6,连词,纵使，即使,1,休道司马懿、张郃，便是曹睿亲来，有何惧哉,《三国演义》,不要说司马懿、张郃，就是曹睿亲自前来，有什么害怕的呢？,高考实词合集
gzss165,便,,7,动词,能说会道,1,年始十八九，便言多令才,《古诗为焦仲卿妻作》,年纪才十八九岁，能说会道有很好的才能,高考实词合集
gzss166,遍,,1,动词,本义，走遍,1,凡永嘉山水，游历殆遍，独不言此山，盖当时未有雁荡之名,《雁荡山》,所有永嘉一带的山水，几乎游历尽了，唯独不说这座山，大概当时没有雁荡山这个名字,高考实词合集
gzss166,遍,,2,动词,布满,1,秦地遍天下,《荆轲刺秦王》,秦国土地遍及天下,高考实词合集
gzss166,遍,,3,形容词,全，全部,1,一切异状遍试之，无出其右者,《促织》,让一切奇异的蟋蟀全部试着（和它）搏斗，没有超出它上面的蟋蟀,高考实词合集
gzss166,遍,,4,形容词,广泛地,1,因得遍观全书,《送东阳马生序》,于是能够全部看遍各种各样的书,高考实词合集
gzss166,遍,,5,量词,次，回,1,读书千遍，其义自见,《熟读静思》,读书一千遍，它的意义自然呈现,高考实词合集
gzss167,表,,1,名词,本义，外衣，引申为外面，与“里”相对,1,江表英豪咸归附之,《赤壁之战》,江南的英雄豪杰都归顺依附他,高考实词合集
gzss167,表,,2,名词,外表，外貌,1,不图虚有其表,《聊斋志异》,没想到（对方）空有一副外表,高考实词合集
gzss167,表,,3,名词,表率，榜样,1,廉者，民之表也,《乞不用赃吏》,廉洁的人，是百姓的表率,高考实词合集
gzss167,表,,4,名词,给皇上上的奏章,1,出师一表真名世，千载谁堪伯仲间,《书愤》,出师表真正在世上闻名，千年以来谁能够和它不相上下,高考实词合集
gzss167,表,,5,名词,作标记的木柱,1,荆人尚犹循表而导之,《察今》,荆地的人海根据作标记的木柱来导引他们,高考实词合集
gzss167,表,,6,动词,表彰，显扬,1,刻石表功兮炜煌煌,《石鼓歌》,勒刻石头表彰功劳真是显赫啊,高考实词合集
gzss167,表,,7,动词,表白，表明,1,无人信高洁，谁为表寸心,《在狱咏蝉》,没有人相信我的高尚清白，谁为（我）表明我的心事,高考实词合集
gzss167,表,,8,动词,作标记,1,荆人欲袭宋，使人先表澭水,《察今》,荆地的人想要袭击宋国，派人先（在）澭水作标记,高考实词合集
gzss168,并,,1,动词,本义，并行，并列，并排,1,两狼并驱如故,《狼》,两匹狼并排像之前一样前行,高考实词合集
gzss168,并,,2,动词,合，合并,1,并力西向，则吾恐秦人食之不得下咽也,《六国论》,（六国）合并力量向西进军，那么我恐怕秦国人吃饭不能够向下咽,高考实词合集
gzss168,并,,3,动词,兼并，吞并,1,囊括四海之意，并吞八荒之心,《过秦论》,（有）用袋子包括四海的意图，兼并吞下八荒的野心,高考实词合集
gzss168,并,,4,副词,全，全都，一起，一同,1,黄发垂髫并怡然自乐,《桃花源记》,老年人和小孩子一起开怀而满足,高考实词合集
gzss168,并,,5,连词,并且，连,1,杖至百，两股间脓血流离，并虫亦不能行捉矣,《促织》,用棍子打到一百下，两个大腿中间脓血淋漓，连蟋蟀也不能去捉了,高考实词合集
gzss169,伯,,1,名词,伯父,1,既无伯叔，终鲜兄弟,《陈情表》,既没有伯伯叔叔，也缺少哥哥弟弟,高考实词合集
gzss169,伯,,2,名词,古代兄弟排行（伯、仲、叔、季）,1,出师一表真名世，千载谁堪伯仲间,《蜀相》,出师表真是在世上闻名，千年以来谁能（和它）不相上下,高考实词合集
gzss169,伯,,3,名词,古代统领一方的长官,1,臣之辛苦，非独蜀之人士及二州牧伯所见明知,《陈情表》,我的辛酸苦楚，不只是蜀地人士和二州长官看到和明确知道的,高考实词合集
gzss169,伯,,4,名词,古代五等爵位（公、侯、伯、子、男）的第三等,1,秦伯素服郊次，乡师而哭,《秦晋殽之战》,秦穆公穿着白色衣服在郊外停留，对着军队哭泣,高考实词合集
gzss169,伯,,5,名词,对男性长者的尊称,1,愿伯具言臣之不敢倍德也,《鸿门宴》,希望您详细地说明我不敢违背恩德,高考实词合集
gzss169,伯,,6,名词,通“霸”，春秋时诸侯的盟主,1,若使王伯之君诛暴而私之，则亦不可以为王伯矣,《吕氏春秋》,如果成就王霸之业的君主诛杀暴君，自己却占有他的土地，也不能够成就王霸之业,高考实词合集
gzss170,薄,,1,形容词,与“厚”相对，厚度小,1,用匀薄洁白之纸糊之,《板桥题画三则》,然后用均匀洁白的薄纸把它糊起来,高考实词合集
gzss170,薄,,2,形容词,感情不深，冷淡,1,年少呵轻远别，情薄呵易弃掷,《长亭送别》,年少时轻视远离分别，感情单薄容易抛弃,高考实词合集
gzss170,薄,,3,名词,本义，草木丛生的地方,1,露申辛夷，死林薄兮,《涉江》,露申辛夷（这种花很香很美的植物）在草木丛生的地方死去,高考实词合集
gzss170,薄,,4,动词,迫近，靠近,1,但以刘日薄西山，气息奄奄，人命危浅，朝不虑夕,《陈情表》,只是因为祖母刘像太阳靠近西山，气息微弱，人的生命危险短暂，早上不能考虑晚上,高考实词合集
gzss170,薄,,5,动词,鄙薄，轻视,1,不宜妄自菲薄，引喻失义,《出师表》,不应该胡乱地看轻自己，引用比喻失去本义,高考实词合集
gzss170,薄,,6,形容词,微薄，少,1,会数而礼勤，物薄而情厚,《训俭示康》,聚会次数多礼节殷勤，东西少但是感情浓厚,高考实词合集
gzss170,薄,,7,形容词,土地贫瘠，不肥沃,1,成都有桑八百株，薄田十五顷，子孙衣食，自有余饶,《自表后主》,成都有八百株桑树，十五公顷不肥沃的田，子孙穿衣吃饭，自然有盈余,高考实词合集
gzss171,泊,,1,动词,本义，停船，停靠，停泊,1,士大夫终不肯以小舟夜泊绝壁之下,《石钟山记》,士大夫终究不肯乘着小船在夜里到陡峭的山崖下面停靠,高考实词合集
gzss171,泊,,2,动词,栖止，停留,1,独泊灵台侧,《古意》,独自（在）灵台的旁边停留,高考实词合集
gzss171,泊,,3,形容词,恬静，淡泊,1,父子咸为其道，以养而居，泊焉而无求,《送僧浩初序》,父子都从事这个事情，通过滋养身心来安居，心境安然而不追逐名利,高考实词合集
gzss171,泊,,4,名词,湖泊，湖泽,1,黄河退涸之时，旧水泊淤地多为势家所居,《元史》,黄河退水干涸的时候，原有的湖泊淤泥之地大多被有权势的人家占据,高考实词合集
gzss172,博,,1,形容词,本义，大，宽广，广博,1,土地之博，至有数千里也,《墨子》,土地宽广，到了有数千里的地步,高考实词合集
gzss172,博,,2,形容词,知识渊博,1,仲尼语之以为博,《秋水》,仲尼谈论天下把这当成知识渊博,高考实词合集
gzss172,博,,3,形容词,众多，丰富,1,博我以文，约我以礼,《论语》,"用文化知识让弟子的常识渊博,用礼仪规范约束弟子的行为",高考实词合集
gzss172,博,,4,动词,赌，博弈,1,或立或卧，或坐或俯，或哭或笑，或饮或博，骤视之，无不惊为生人,《观巴黎油画记》,者（画里）有的人站着有的人躺着，有的人坐着有的人趴着，有的人哭有的人笑，有的人喝酒有的人赌博，乍一看，没有人不惊讶以为是真人,高考实词合集
gzss172,博,,5,动词,取得，换取,1,顾念蓄此劣物终无所用，不如拼搏一笑,《促织》,只是想着储存这样弱小的东西终究没有用处，不如让（它）斗一斗，换得一笑了,高考实词合集
gzss173,步,,1,动词,本义，行走，步行,1,涉江》步余马兮山皋，抵余车兮芳林,,让我的马走到山野，让我的车子抵达芳草树林,高考实词合集
gzss173,步,,2,动词,跟着，跟随,1,柳亚子先生即席赋浣溪沙，因步其韵奉和,《浣溪沙》,柳亚子先生就着席子写了一首浣溪沙，于是（我）根据他的韵部写了（这首）和他唱和,高考实词合集
gzss173,步,,3,名词,脚步，步伐,1,纤纤作细步，精妙世无双,《古诗为焦仲卿妻作》,身材纤细，慢慢地挪动脚步，那美妙的身影在这世上独一无二,高考实词合集
gzss173,步,,4,名词,一举足叫跬（半步），两足各跨一次为步,1,不积跬步，无以致千里,《劝学》,不积累半步一步，没有用来到达千里之外的办法,高考实词合集
gzss173,步,,5,量词,古代长度单位,1,骐骥一跃，不能十步,《劝学》,千里马一次跳跃，不能跳出十步远的距离,高考实词合集
gzss174,裁,,1,动词,本义，裁衣服，剪裁,1,十三能织素，十四学裁衣,《古诗为焦仲卿妻作》,（她）十三岁能纺织丝布，十四岁就学者裁剪衣服,高考实词合集
gzss174,裁,,2,动词,裁决，裁判,1,唯大王裁其罪,《战国策》,希望大王裁决他的罪行,高考实词合集
gzss174,裁,,3,动词,删减，削减,1,又裁节邮传冗费，士大夫出其境率不得供顿,《明史》,"又裁减邮政传输等多余费用,士大夫来到他的地界均不供给饭菜",高考实词合集
gzss174,裁,,4,动词,杀,1,二十五日，城陷，忠烈拔刀自裁,《梅花岭记》,二十五日，城池被攻陷，史可法拔出刀来杀了自己,高考实词合集
gzss174,裁,,5,副词,通“才”，刚刚，方才,1,覆之以掌，虚若无物；手裁举，则又超忽而跃,《促织》,（成名）用手掌覆盖它，空空地像没有东西；手刚刚举起来，（它）又远远地跳开了,高考实词合集
gzss175,苍,,1,形容词,本义，青色（深蓝或暗绿色）,1,蒹葭苍苍，白露为霜,《诗经》,芦苇青青，白色的露水结成了霜花,高考实词合集
gzss175,苍,,2,形容词,灰白色,1,满面尘灰烟火色，两鬓苍苍十指黑,《卖炭翁》,（卖炭翁）满脸灰尘，显出被烟熏火烤的颜色，两鬓头发灰白，十个手指也被炭烧得很黑,高考实词合集
gzss175,苍,,3,形容词,苍老，衰老,1,苍颜白发，颓然乎其间者，太守醉也,《醉翁亭记》,苍老的容颜花白的头发，颓废地坐在那中间的，是太守喝醉了,高考实词合集
gzss175,苍,,4,名词,百姓（苍生，苍民，苍黔）,1,吾君利物心，玄泽浸苍黔,《奉和圣制温泉歌》,我们的国君使百姓获利，圣恩渗透了百姓,高考实词合集
gzss175,苍,,5,副词,苍皇（仓皇），急急忙忙，慌慌张张,1,苍皇东出，未及见贼而士卒离散,《伶官传序》,（庄宗及大臣）急急忙忙向东面出逃，没有等到看见叛贼士兵们就逃离散去了,高考实词合集
gzss176,操,,1,动词,本义，持，拿着,1,操蛇之神闻之，惧其不已也，告之于帝,《愚公移山》,拿着蛇的山神听说了这件事，怕愚公他们不停地挖下去，将这件事告诉了天帝,高考实词合集
gzss176,操,,2,动词,掌握，控制，操作,1,因任而授官，循名而责实，操杀生之柄,《韩非子》,根据各人的能力授给其相应的职务；依照职务要求他们做出相应的业绩，使得名实相符；掌握生杀大权,高考实词合集
gzss176,操,,3,动词,从事，担任,1,邑有成名者，操童子业,《促织》,县里有个叫成名的人，从事考秀才的行当,高考实词合集
gzss176,操,,4,动词,操练,1,操千曲而后晓声，观千剑而后识器,《文心雕龙》,操练一千首曲子以后知道音乐，观看过千柄宝剑以后了解了兵器,高考实词合集
gzss176,操,,5,动词,弹奏,1,凭栏而坐，焚香操琴,《失街亭》,靠着栏杆坐着，焚香弹琴,高考实词合集
gzss176,操,,6,名词,品德，品行,1,虽贾人，有贤操,《汉书》,虽然是商人，但是有贤德的品行,高考实词合集
gzss177,草,,1,名词,草木植物的总称，草,1,苔痕上阶绿，草色入帘青,《陋室铭》,青苔碧绿，长到台阶上，草色青葱，映入帘子中,高考实词合集
gzss177,草,,2,名词,荒野，在荒野,1,空以身膏草野,《苏武传》,白白地用身体滋润草原荒野,高考实词合集
gzss177,草,,3,名词,文书的草稿，初稿,1,庑下一生伏案卧，文方成草,《左忠毅公逸事》,厢房里一个书生趴在桌子上睡着了，文章刚刚写成草稿,高考实词合集
gzss177,草,,4,形容词,粗，粗劣，草率，马虎,1,元嘉草草，封狼居胥，赢得仓皇北顾,《永遇乐》,南朝宋文帝（刘裕的儿子）元嘉年间兴兵北伐，想要再封狼居胥山，建功立业，由于草率从事，结果只落得自己回顾追兵，仓皇失措。,高考实词合集
gzss177,草,,5,动词,起草，草拟,1,萧何草律,《汉书》,萧何起草律法,高考实词合集
gzss178,策,,1,名词,本义，竹制的鞭子,1,奋六世之余烈，振长策而御宇内,《过秦论》,发展了前六代君主的留下的功业，挥舞着长鞭来驾驭全中国,高考实词合集
gzss178,策,,2,名词,计策，策略,1,予更欲一觇北，归而求救国之策,《<指南录>后序》,我更想去看看北边的情况，回来寻求救助国家的计策,高考实词合集
gzss178,策,,3,名词,一种文体,1,苏轼《教战守策》,《治安策》,,高考实词合集
gzss178,策,,4,名词,成编的竹简，片,1,不书于策,《左传》,不在竹简上记载,高考实词合集
gzss178,策,,5,名词,拐杖,1,夸父弃其策,《淮南子》,夸父丢弃了他的拐杖,高考实词合集
gzss178,策,,6,动词,鞭打，鞭策,1,策之不以其道，食之不能尽其材，鸣之不能通其意,《马说》,不用正确的方法鞭打他，饲养它也不能全部发挥它的才能，让它鸣叫却不能够使它尽情表达自己的意愿,高考实词合集
gzss178,策,,7,动词,拄着（拐杖）,1,策扶老以流憩，时矫首而遐观,《归去来兮辞》,拄着拐杖到处走走歇歇，偶尔抬起头来向远处望望,高考实词合集
gzss178,策,,8,动词,谋划，策划,1,故策之而知得失之计,《孙子》,所以谋划这些事情，可得知作战计划的优劣得失,高考实词合集
gzss179,曾,,1,副词,曾经,1,同是天涯沦落人，相逢何必曾相识,《琵琶行（并序）》,同样是广阔天地之间沦丧陷落之人，互相见面为甚一定要曾经互相认识呢,高考实词合集
gzss179,曾,,2,副词,连……都，竟，竟然,1,盖将自其变者而观之，则天地曾不能以一瞬,《前赤壁赋》,如果从那变化的一面来看万物，那么天地连在一眨眼的时间内都不能（保持原样）,高考实词合集
gzss179,曾,,3,形容词,通“层”，重叠的,1,荡胸生层云，决眦入归鸟,《望岳》,望着山中冉冉升起的云霞，荡涤着我的心灵，极目追踪那暮归的鸟儿隐入了山林,高考实词合集
gzss179,曾,,4,名词,与自己隔两代的亲属,1,高、曾之时，隙地未尽辟，闲廛未尽居也,《治平篇》,高祖、曾祖的时候，空地还没开垦完，空屋子也没有住满注,高考实词合集
gzss179,曾,,5,动词,通“增”，增加,1,所以动心忍性，曾益其所不能,《孟子》,是用来震动他的心意，坚韧他的性情，增加他所缺少的才能的方法,高考实词合集
gzss180,差,,1,形容词,本义，差别，不相同,1,攻城略地，大小各有差,《史记》,攻打城市掠夺土地，大大小小各有差别,高考实词合集
gzss180,差,,2,名词,差错，错误,1,候之万方无差,《梦溪笔谈》,（从）各个方向检验它都没有差错,高考实词合集
gzss180,差,,3,副词,略微，比较,1,人有原其理，以谓铸时薄处先冷，唯背文上差厚，后冷而铜缩多,《梦溪笔谈》,有人推究它的原理，认为是由于铸造时薄处先冷，唯独有花纹和字的地方比较厚，冷得慢，以致铜收缩得多,高考实词合集
gzss180,差,,4,动词,派遣，差使,1,一面差人到吴侯处报捷,《三国演义》,一面派人到吴侯处报告胜利,高考实词合集
gzss180,差,,5,名词,次第，等级,1,其禄以是为差,《孟子》,他们的俸禄根据这个行成等级,高考实词合集
gzss180,差,,6,名词,不整齐,1,其岸势犬牙差互，不可知其源,《小石潭记》,它的两岸的地势像狗的牙齿那样相互交错，不能知道溪水的源头,高考实词合集
gzss181,尝,,1,副词,曾，曾经,1,予尝求古仁人之心，或异二者之为,《岳阳楼记》,我曾经探求古时品德高尚的人的心思，或许不同于（以上）两种心情,高考实词合集
gzss181,尝,,2,动词,本义，辨别滋味，品尝，吃,1,士卒不尽食，广不尝食,《史记》,士兵们不全部吃完，李广（就）不品尝和吃饭,高考实词合集
gzss181,尝,,3,动词,试，试探,1,我虽不敏，请尝使之,《孟子》,我虽然天生并不聪明，但是愿意请求您让我尝试着做这件事,高考实词合集
gzss182,长,,1,形容词,本义，距离大，与“短”相对,1,登高而招，臂非加长也,《劝学》,登上高处招手，手臂并非增加长度,高考实词合集
gzss182,长,,2,动词,擅长,1,西人长火器而短技击,《冯婉贞》,西方人擅长使用火器不擅长白刃战,高考实词合集
gzss182,长,,3,名词,长处，优点,1,敢问夫子恶乎长,《我善养吾浩然之气》,冒昧地请问老师在哪个方面擅长,高考实词合集
gzss182,长,,4,副词,永远，长久地,1,东曦既驾，僵卧长愁,《促织》,太阳已经升起来了，（他还）直挺挺地躺在床上一直忧愁,高考实词合集
gzss182,长,,5,副词,经常，常常,1,不应有恨，何事长向别时圆,《水调歌头》,（月亮）不应该有怨恨，为什么一直倾向在人们离别的时候圆呢,高考实词合集
gzss182,长,,6,名词,年长的人,1,群贤毕至，少长咸集,《兰亭集序》,众多的贤人都到了，年轻人和年长者都聚集了,高考实词合集
gzss182,长,,7,名词,首领，负责人,1,宁为百夫长，胜作一书生,《从军行》,（我）宁肯做一百个人的首领，也超过做一个读书人,高考实词合集
gzss182,长,,8,动词,生长，成长,1,臣闻求木之长者，必固其根本,《谏太宗十思疏》,我听说寻求树木生长，一定要使它的树根坚固,高考实词合集
gzss182,长,,9,动词,增长，助长,1,盈虚者如彼，而卒莫消长也,《前赤壁赋》,像月亮那样有圆有缺，但是最终没有消失或增长,高考实词合集
gzss182,长,,10,形容词,年纪大,1,孰与君少长,《鸿门宴》,（他）和你比谁小谁大⑪ 形容词，列在首位的例：《石钟山记》而长子迈将赴饶之德兴尉最大的儿子苏迈将要去就任饶州德兴的县尉,高考实词合集
gzss183,超,,1,动词,本义，一跃而上，跳跃,1,秦师过周之北门，左右免胄而下，超乘者三百乘,《秦晋殽之战》,秦国军队经过周朝的北门，左右士兵脱掉头盔下车，（然后）一跃而上车的有三百辆,高考实词合集
gzss183,超,,2,动词,超出，胜过,1,听言则远超于上圣,《十渐不克终疏》,听您的政治见解、言论，那是远远超过前代（圣明）君王的,高考实词合集
gzss183,超,,3,动词,越级提拔，擢升,1,奏对称旨，超擢四品卿衔军机章京,《谭嗣同传》,（他）上奏回答皇帝的话很合皇帝的心意，（光绪）破格提升他为有四品卿衔头的军机章京,高考实词合集
gzss183,超,,4,形容词,远，遥远,1,出不入兮往不反，平原忽兮路超远,《国殇》,"英雄们此去啊，不再回还,原野空茫茫啊路途太摇远",高考实词合集
gzss183,超,,5,形容词,超忽，形容跳得轻快而高远,1,手裁举，则又超忽而跃,《促织》,（成名）手刚刚举起来，（蟋蟀）就又轻快高远地跳开了,高考实词合集
gzss184,朝,,1,名词,朝廷,1,宰割天下，分裂山河。强国请服，弱国入朝,《过秦论》,（秦国）割取天下的土地，重新划分山河的区域。强国主动表示臣服，弱国入秦朝拜,高考实词合集
gzss184,朝,,2,名词,朝代,1,南朝四百八十寺，多少楼台烟雨中,《江南春绝句》,南朝遗留下的四百八十多座古寺，无数的楼台全笼罩在风烟云雨中,高考实词合集
gzss184,朝,,3,动词,上朝,1,此吾祖太常公宣德间执此以朝，他日汝当用之,《项脊轩志》,这是我的祖父太常公在宣德年间拿着它来上朝的东西，以后你应当会用到它,高考实词合集
gzss184,朝,,4,动词,朝见，朝拜,1,燕、赵、韩、魏闻之，皆朝于齐,《邹忌讽齐王纳谏》,燕国、赵国、韩国、魏国听说这件事，都到齐国来朝拜,高考实词合集
gzss184,朝,,5,名词,本义，早晨,1,朝晖夕阴，气象万千,《岳阳楼记》,早上晴朗晚上阴暗，景物的变化无穷无尽,高考实词合集
gzss184,朝,,6,名词,日，天,1,地势使之然，由来非一朝,《咏史》,"所处的地位不同使他们这样的,（这种情况）从开始（到现在）并非一朝一夕",高考实词合集
gzss185,陈,,1,动词,陈设，陈列,1,信臣精卒陈利兵而谁何,《过秦论》,可靠的大臣率领着精锐的士兵拿着锐利的兵器喝问（来往行人）是谁,高考实词合集
gzss185,陈,,2,动词,陈述,1,得夜见汉使，具自陈道,《苏武传》,（常惠）终于在晚上见到了汉朝使者，详细地陈述道明自己的经历,高考实词合集
gzss185,陈,,3,形容词,陈旧,1,俯仰之间，已为陈迹,《兰亭集序》,（过去所喜欢的东西）转瞬间，已经成为旧迹,高考实词合集
gzss185,陈,,4,名词,通“阵”，战阵，行列,1,前，未到匈奴陈二里所,《史记》,（他们）前进到约离匈奴阵地二里的地方,高考实词合集
gzss185,陈,,5,动词,通“阵”，排列为战阵,1,陈而待敌,《商君书》,（他们）排列成战阵等待敌人,高考实词合集
gzss186,称,,1,动词,叫，称呼，号称,1,骈死于槽枥之间，不以千里称也,《马说》,（千里马和普通马）一起在马厩的中间死掉，不用“千里马”来称呼（它）,高考实词合集
